passangers,freight,mail,airline_id,year,month,class,ramp_to_ramp,air_time,origin_airport_id,destination_airport_id,aircraft_type,carrier,flight_id
146,0,0,20409,2017,6,F,124,107,12954,11292,694,B6,1
117,0,0,21171,2017,6,F,144,125,11292,14771,698,VX,2
119,0,0,21171,2017,6,F,162,121,14771,11292,698,VX,3
2,0,0,21080,2017,6,L,120,108,11423,10325,646,04Q,4
43,0,0,20354,2017,6,L,91,72,11292,11315,675,AJQ,5
41,0,0,20354,2017,6,L,200,165,11292,12389,675,AJQ,6
35,0,0,20354,2017,6,L,91,82,11315,11292,675,AJQ,7
22,0,0,20354,2017,6,L,131,116,11503,15016,675,AJQ,8
38,0,0,20354,2017,6,L,143,124,15016,11503,675,AJQ,9
0,0,0,20354,2017,6,L,206,196,12544,11503,675,AJQ,10
0,800,0,20201,2017,6,P,178,168,10397,11292,635,AMQ,11
0,0,0,20201,2017,6,P,181,167,11292,11996,635,AMQ,12
156,0,0,20368,2017,6,L,132,120,11109,15570,622,G4,13
0,0,0,20368,2017,6,L,96,72,12889,11109,622,G4,14
3,0,0,21352,2017,6,L,122,113,10372,10800,684,0WQ,15
4,0,0,21352,2017,6,L,234,210,10800,11503,684,0WQ,16
3,0,0,21352,2017,6,L,233,209,11503,10800,684,0WQ,17
2,0,0,21352,2017,6,L,54,47,14869,10372,684,0WQ,18
62,0,0,19805,2017,6,L,164,88,11292,14107,699,AA,19
56,0,0,19805,2017,6,L,260,216,14100,11292,699,AA,20
160,0,0,19790,2017,6,F,169,152,10397,11109,622,DL,21
30,0,0,19790,2017,6,F,212,172,10397,11292,698,DL,22
150,14,39,19790,2017,6,F,174,156,10397,11292,699,DL,23
160,0,0,19790,2017,6,F,166,148,11109,10397,622,DL,24
139,0,0,19790,2017,6,F,91,75,11109,11298,694,DL,25
103,492,0,19790,2017,6,F,83,54,11122,11292,608,DL,26
4,0,0,19790,2017,6,F,153,132,11292,10397,698,DL,27
129,0,0,19790,2017,6,F,173,152,11292,10397,699,DL,28
62,0,0,19790,2017,6,L,167,143,11292,10397,622,DL,29
0,0,0,19790,2017,6,L,142,128,11292,11193,622,DL,30
148,0,0,19790,2017,6,F,158,137,11292,11433,655,DL,31
150,32,0,19790,2017,6,F,152,126,11292,11775,656,DL,32
149,0,0,19790,2017,6,F,118,92,11292,12889,656,DL,33
102,70,4,19790,2017,6,F,142,115,11292,14679,656,DL,34
50,0,0,19790,2017,6,L,92,70,11292,14869,622,DL,35
147,5,0,19790,2017,6,F,178,151,11433,11292,655,DL,36
160,28,0,19790,2017,6,F,142,101,13487,11292,622,DL,37
156,0,226,19790,2017,6,F,115,76,13851,11292,656,DL,38
61,0,0,19790,2017,6,L,280,229,14771,11292,622,DL,39
52,0,0,19790,2017,6,L,84,53,14869,11292,622,DL,40
0,0,0,20402,2017,6,L,275,255,10529,11292,614,GL,41
0,0,0,20402,2017,6,L,160,140,11109,16091,614,GL,42
27,0,0,20402,2017,6,L,150,120,13796,11109,614,GL,43
126,4,0,19977,2017,6,F,48,36,10558,11292,698,UA,44
70,10064,0,19977,2017,6,L,168,151,11292,11042,614,UA,45
152,0,282,19977,2017,6,F,218,190,11292,12448,614,UA,46
122,1,0,19977,2017,6,F,144,116,11292,12892,698,UA,47
174,0,0,19977,2017,6,F,298,270,11292,13303,634,UA,48
163,0,0,19977,2017,6,F,249,217,11292,14524,614,UA,49
58,10064,0,19977,2017,6,L,86,79,13341,11292,634,UA,50
200,0,0,19977,2017,6,F,206,119,11292,14771,887,UA,51
281,2628,0,19393,2017,6,F,83,41,11109,11292,612,WN,52
278,1614,0,19393,2017,6,F,96,45,11233,11292,612,WN,53
175,252,0,19393,2017,6,F,40,23,11233,11292,614,WN,54
141,1280,0,19393,2017,6,F,162,137,11259,11109,612,WN,55
142,151,0,19393,2017,6,F,230,213,11292,10792,612,WN,56
160,167,0,19393,2017,6,F,167,148,11292,11140,614,WN,57
164,120,0,19393,2017,6,F,212,198,11292,11481,614,WN,58
143,0,0,19393,2017,6,F,170,156,11292,11973,612,WN,59
132,0,0,19393,2017,6,F,225,210,11292,11996,612,WN,60
143,0,0,19393,2017,6,F,129,115,11292,12896,612,WN,61
165,0,0,19393,2017,6,F,128,112,11292,12992,614,WN,62
140,1348,0,19393,2017,6,F,162,141,14831,11109,612,WN,63
120,0,0,19393,2017,6,F,34,19,11109,11292,614,WN,64
1,0,0,21652,2017,6,L,144,132,10325,10423,515,27Q,65
0,0,0,21652,2017,6,L,150,132,10325,13930,515,27Q,66
1,0,0,21652,2017,6,L,144,126,10325,14831,688,27Q,67
1,0,0,21652,2017,6,L,120,102,10423,10325,515,27Q,68
0,0,0,21652,2017,6,L,174,162,11066,10325,688,27Q,69
6,0,0,21652,2017,6,L,144,132,14792,10372,515,27Q,70
0,0,0,20377,2017,6,L,120,90,11292,12889,625,X9,71
30,0,0,21161,2017,6,L,195,161,10466,11292,617,09Q,72
15,0,0,21161,2017,6,L,162,151,10747,11292,617,09Q,73
21,0,0,21161,2017,6,L,155,132,11292,13796,617,09Q,74
0,0,0,21161,2017,6,L,157,142,11292,14275,617,09Q,75
45,0,0,21161,2017,6,L,266,186,11292,14869,617,09Q,76
138,0,0,21161,2017,6,L,58,41,11563,11921,617,09Q,77
138,0,0,21161,2017,6,L,67,49,11921,11563,617,09Q,78
0,0,0,21161,2017,6,L,210,196,14576,11292,617,09Q,79
20,0,0,21161,2017,6,L,92,82,15370,11292,617,09Q,80
0,8878,0,20372,2017,6,P,145,125,11292,13796,635,KLQ,81
0,8878,0,20372,2017,6,P,140,120,11376,11292,635,KLQ,82
14,0,0,21635,2017,6,L,129,110,11292,13342,669,LF,83
13,0,0,21635,2017,6,L,124,106,14570,11292,669,LF,84
286,0,0,20422,2017,6,L,473,369,11292,10590,614,SY,85
149,0,0,20422,2017,6,L,124,102,11719,10590,614,SY,86
129,0,0,20422,2017,6,L,213,175,10590,11292,614,SY,87
148,0,0,20422,2017,6,L,208,175,10590,11719,614,SY,88
93,0,0,20422,2017,6,L,209,179,10590,13502,614,SY,89
156,0,0,20422,2017,6,L,191,169,10590,14288,614,SY,90
93,0,0,20422,2017,6,L,207,183,13502,10590,614,SY,91
154,0,0,20422,2017,6,L,211,182,14288,10590,614,SY,92
0,270,0,20447,2017,6,P,170,160,11840,14288,681,U7,93
0,270,0,20447,2017,6,P,175,155,14288,13796,681,U7,94
0,627144,0,20190,2017,6,P,3922,3343,11193,11292,617,9S,95
0,431309,0,20190,2017,6,P,3620,2944,11292,11193,617,9S,96
156,0,0,19930,2017,6,F,48,19,11109,11292,634,AS,97
156,0,0,19930,2017,6,F,180,148,14747,11109,634,AS,98
49,0,0,20237,2017,6,F,55,29,10558,11292,675,AX,99
34,0,0,20237,2017,6,F,136,114,11292,13851,675,AX,100
5,0,0,20225,2017,6,F,32,13,10325,11292,456,KS,101
329,0,0,20225,2017,6,F,2622,1956,10558,11292,456,KS,102
116,0,0,20225,2017,6,F,1692,1405,11283,11292,456,KS,103
343,0,0,20225,2017,6,F,2489,1733,11292,10558,456,KS,104
176,0,0,20225,2017,6,F,1912,1491,11292,11283,456,KS,105
37,0,0,20225,2017,6,F,224,176,11292,11292,456,KS,106
645,0,0,20225,2017,6,F,4620,3767,11292,11468,456,KS,107
423,0,0,20225,2017,6,F,3481,2635,11292,12899,456,KS,108
82,0,0,20225,2017,6,F,1605,1299,11292,12902,456,KS,109
600,0,0,20225,2017,6,F,5338,4462,11468,11292,456,KS,110
422,0,0,20225,2017,6,F,3700,2947,12899,11292,456,KS,111
5,0,0,20225,2017,6,F,100,87,12902,10325,456,KS,112
153,0,0,20225,2017,6,F,1830,1524,12902,11292,456,KS,113
5,0,0,20358,2017,6,F,117,103,11292,14081,405,ZK,114
5,0,0,20358,2017,6,F,79,60,14288,11711,405,ZK,115
6,0,0,21599,2017,6,F,100,84,11292,11292,479,4B,116
20,0,0,20354,2017,6,F,60,45,10558,11292,675,AJQ,117
40,0,0,20354,2017,6,F,86,67,11292,10409,675,AJQ,118
34,0,0,20354,2017,6,F,106,81,11292,12389,675,AJQ,119
121,0,0,20354,2017,6,F,298,260,12389,11292,675,AJQ,120
113,0,0,20368,2017,6,F,78,60,11921,12889,698,G4,121
151,0,0,20368,2017,6,F,84,60,12889,11921,698,G4,122
150,450,266,19805,2017,6,F,42,20,11109,11292,614,AA,123
133,0,0,19805,2017,6,F,97,78,11109,11298,614,AA,124
124,0,0,19805,2017,6,F,117,85,11109,12278,655,AA,125
168,428,0,19805,2017,6,F,255,207,11292,10721,699,AA,126
74,0,0,19805,2017,6,F,144,115,11292,12892,699,AA,127
150,550,0,19805,2017,6,F,150,106,11292,12992,614,AA,128
154,0,54,19805,2017,6,F,255,196,13204,11292,699,AA,129
150,450,266,19805,2017,6,F,157,138,13930,11109,614,AA,130
142,0,521,19805,2017,6,F,219,201,14492,11292,614,AA,131
150,0,460,19805,2017,6,F,159,140,14771,11292,699,AA,132
133,0,0,19805,2017,6,F,87,71,14869,11109,614,AA,133
101,0,0,19790,2017,6,F,166,136,11292,12892,608,DL,134
110,0,0,19790,2017,6,F,126,86,11292,13487,608,DL,135
281,0,0,19790,2017,6,F,219,176,11292,13487,694,DL,136
155,0,0,19790,2017,6,F,78,60,11292,14869,614,DL,137
154,6,0,19790,2017,6,F,176,154,11433,11292,614,DL,138
106,53,0,19790,2017,6,F,131,103,13487,11292,608,DL,139
160,21,0,19790,2017,6,F,112,95,13487,11292,694,DL,140
70,0,0,20500,2017,6,F,110,74,11292,15370,631,G7,141
55,0,0,20500,2017,6,F,153,132,11986,11292,631,G7,142
35,0,0,20304,2017,6,F,91,61,11097,11292,629,OO,143
0,0,0,20304,2017,6,F,143,97,11109,12992,629,OO,144
0,0,0,20304,2017,6,F,137,100,11109,13486,629,OO,145
46,0,0,20304,2017,6,F,104,85,11109,15376,629,OO,146
48,0,0,20304,2017,6,F,56,41,11122,11292,629,OO,147
0,0,0,20304,2017,6,F,218,191,11278,11109,673,OO,148
70,0,0,20304,2017,6,F,78,52,11292,10140,631,OO,149
62,0,0,20304,2017,6,F,210,183,11292,10397,631,OO,150
69,0,0,20304,2017,6,F,151,129,11292,10423,673,OO,151
58,0,0,20304,2017,6,F,109,89,11292,11003,673,OO,152
45,0,0,20304,2017,6,F,89,64,11292,11097,629,OO,153
43,0,0,20304,2017,6,F,64,37,11292,11122,629,OO,154
67,0,0,20304,2017,6,F,122,91,11292,11298,631,OO,155
69,0,0,20304,2017,6,F,169,137,11292,11986,673,OO,156
0,0,0,20304,2017,6,F,133,118,11292,12266,673,OO,157
69,0,0,20304,2017,6,F,134,64,11292,12441,631,OO,158
48,0,0,20304,2017,6,F,125,98,11292,12992,631,OO,159
63,0,0,20304,2017,6,F,148,127,11292,13264,631,OO,160
63,0,0,20304,2017,6,F,81,61,11292,13871,631,OO,161
65,0,0,20304,2017,6,F,139,114,11292,13930,673,OO,162
40,0,0,20304,2017,6,F,158,133,11292,14489,629,OO,163
76,0,0,20304,2017,6,F,135,112,11292,14679,673,OO,164
50,0,0,20304,2017,6,F,162,130,11292,14730,629,OO,165
0,0,0,20304,2017,6,F,180,147,11292,14771,629,OO,166
0,0,0,20304,2017,6,F,233,134,11292,14771,631,OO,167
68,0,0,20304,2017,6,F,145,110,11292,14908,631,OO,168
73,0,0,20304,2017,6,F,106,86,11292,15041,673,OO,169
0,0,0,20304,2017,6,F,131,86,11298,11109,673,OO,170
0,0,0,20304,2017,6,F,109,84,11921,12892,631,OO,171
0,0,0,20304,2017,6,F,160,122,12266,11292,629,OO,172
34,0,0,20304,2017,6,F,89,57,12441,11292,631,OO,173
53,0,0,20304,2017,6,F,74,51,12888,11292,673,OO,174
0,0,0,20304,2017,6,F,139,113,12892,11292,631,OO,175
62,0,0,20304,2017,6,F,129,110,12992,11292,673,OO,176
16,0,0,20304,2017,6,F,141,122,13264,11292,631,OO,177
0,0,0,20304,2017,6,F,123,93,13486,11109,629,OO,178
0,0,0,20304,2017,6,F,200,134,13930,11292,673,OO,179
76,0,0,20304,2017,6,F,148,131,14057,11292,673,OO,180
41,0,0,20304,2017,6,F,129,111,14252,11921,629,OO,181
69,0,0,20304,2017,6,F,153,122,14679,11292,631,OO,182
65,0,0,20304,2017,6,F,136,107,14683,11292,673,OO,183
45,0,0,20304,2017,6,F,178,105,14794,11109,629,OO,184
68,0,0,20304,2017,6,F,141,118,14893,11292,631,OO,185
67,0,0,20304,2017,6,F,129,114,14908,11292,631,OO,186
140,1,0,19977,2017,6,F,66,48,10140,11292,694,UA,187
151,0,1040,19977,2017,6,F,240,218,10529,11292,614,UA,188
127,0,1858,19977,2017,6,F,258,235,10721,11292,698,UA,189
84,0,0,19977,2017,6,F,107,67,10849,11292,694,UA,190
144,0,0,19977,2017,6,F,66,52,11292,10140,694,UA,191
154,55,23,19977,2017,6,F,94,66,11292,10620,634,UA,192
150,865,0,19977,2017,6,F,215,194,11292,10721,694,UA,193
144,181,0,19977,2017,6,F,89,74,11292,10849,694,UA,194
89,0,0,19977,2017,6,F,172,144,11292,11193,694,UA,195
86,0,1615,19977,2017,6,F,152,128,11292,11433,698,UA,196
126,0,0,19977,2017,6,F,215,203,11292,11697,698,UA,197
200,0,0,19977,2017,6,F,199,179,11292,12264,624,UA,198
126,0,75,19977,2017,6,F,140,113,11292,12266,626,UA,199
106,10,539,19977,2017,6,F,108,89,11292,12889,698,UA,200
137,703,1350,19977,2017,6,F,88,70,11292,13198,614,UA,201
102,0,40,19977,2017,6,F,208,184,11292,13204,698,UA,202
121,0,0,19977,2017,6,F,123,111,11292,13930,698,UA,203
134,55,1976,19977,2017,6,F,198,175,11292,14100,694,UA,204
99,0,0,19977,2017,6,F,120,102,11292,14262,614,UA,205
128,0,0,19977,2017,6,F,194,178,11292,14524,694,UA,206
105,0,0,19977,2017,6,F,128,113,11292,14570,614,UA,207
126,77,1604,19977,2017,6,F,85,69,11292,14869,698,UA,208
162,0,65,19977,2017,6,F,136,97,11292,15016,614,UA,209
119,0,97,19977,2017,6,F,115,95,11292,15016,698,UA,210
124,11,0,19977,2017,6,F,82,63,11292,15370,614,UA,211
173,306,361,19977,2017,6,F,216,185,12264,11292,624,UA,212
161,0,1335,19977,2017,6,F,141,119,12266,11292,622,UA,213
207,0,707,19977,2017,6,F,137,110,12266,11292,626,UA,214
107,0,954,19977,2017,6,F,101,80,13198,11292,614,UA,215
166,85,404,19977,2017,6,F,223,204,13204,11292,622,UA,216
164,0,0,19977,2017,6,F,123,105,14262,11292,614,UA,217
97,42,0,19977,2017,6,F,123,105,14262,11292,634,UA,218
138,0,0,19977,2017,6,F,230,200,14524,11292,694,UA,219
38,0,0,19977,2017,6,F,134,99,14570,11292,614,UA,220
128,117,395,19977,2017,6,F,124,107,14683,11292,694,UA,221
109,0,0,19977,2017,6,F,141,119,14689,11292,694,UA,222
129,508,430,19977,2017,6,F,149,122,14771,11292,622,UA,223
385,8694,0,19977,2017,6,F,272,215,14771,11292,637,UA,224
159,0,679,19977,2017,6,F,132,114,14908,11292,614,UA,225
157,0,649,19977,2017,6,F,134,109,15016,11292,614,UA,226
125,24,260,19977,2017,6,F,148,111,15016,11292,698,UA,227
123,23,0,19977,2017,6,F,99,86,15370,11292,614,UA,228
107,85,0,19393,2017,6,F,292,248,10994,11292,619,WN,229
139,1026,0,19393,2017,6,F,176,164,11042,11292,619,WN,230
128,0,0,19393,2017,6,F,65,51,11292,10140,619,WN,231
121,944,0,19393,2017,6,F,110,97,11292,10713,619,WN,232
140,110,0,19393,2017,6,F,155,137,11292,11433,619,WN,233
128,96,0,19393,2017,6,F,145,128,11292,11986,619,WN,234
136,0,0,19393,2017,6,F,119,104,11292,13342,619,WN,235
133,0,0,19393,2017,6,F,153,138,11292,14057,619,WN,236
138,377,0,19393,2017,6,F,201,180,11292,14100,619,WN,237
139,760,0,19393,2017,6,F,149,118,11292,14570,619,WN,238
163,0,0,19393,2017,6,F,218,200,11292,14635,614,WN,239
141,26,0,19393,2017,6,F,89,73,11292,15370,619,WN,240
123,160,0,19393,2017,6,F,172,153,11433,11292,619,WN,241
84,0,0,19393,2017,6,F,153,137,11986,11292,619,WN,242
175,345,0,19393,2017,6,F,153,137,13495,11292,614,WN,243
143,569,0,19393,2017,6,F,205,189,14122,11292,619,WN,244
140,0,0,19393,2017,6,F,121,102,14570,11292,619,WN,245
171,0,0,19393,2017,6,F,228,212,14635,11292,614,WN,246
140,6,0,19393,2017,6,F,133,118,14893,11292,619,WN,247
61,0,0,20452,2017,6,F,182,159,10397,11292,673,YX,248
73,0,0,20452,2017,6,F,43,17,11109,11292,673,YX,249
70,0,0,20452,2017,6,F,164,139,11292,11042,673,YX,250
65,0,0,20452,2017,6,F,50,21,11292,11109,673,YX,251
60,0,0,20452,2017,6,F,98,74,11292,11423,677,YX,252
33,0,0,20452,2017,6,F,98,64,11292,12278,677,YX,253
65,0,0,20452,2017,6,F,89,64,11292,13871,673,YX,254
69,0,0,20452,2017,6,F,89,66,11292,14869,673,YX,255
52,0,0,20452,2017,6,F,90,68,12278,11292,677,YX,256
67,0,0,20452,2017,6,F,177,153,14730,11292,673,YX,257
52,0,0,20452,2017,6,F,100,80,15370,11292,673,YX,258
134,0,0,20436,2017,6,F,162,143,11193,11292,698,F9,259
143,0,0,20436,2017,6,F,161,142,11292,11066,698,F9,260
64,0,0,20436,2017,6,F,153,133,11292,11433,698,F9,261
178,0,0,20436,2017,6,F,183,109,11292,12266,694,F9,262
113,0,0,20436,2017,6,F,153,135,11292,12339,698,F9,263
180,0,0,20436,2017,6,F,213,189,11292,13204,694,F9,264
126,0,0,20436,2017,6,F,228,183,11292,13204,698,F9,265
136,0,0,20436,2017,6,F,119,95,11292,13486,694,F9,266
180,0,0,20436,2017,6,F,134,111,11292,13930,694,F9,267
110,0,0,20436,2017,6,F,131,113,11292,13930,698,F9,268
145,0,0,20436,2017,6,F,113,83,11292,14107,694,F9,269
151,0,0,20436,2017,6,F,115,93,11292,15016,694,F9,270
136,0,0,20436,2017,6,F,139,123,11292,15412,694,F9,271
142,0,0,20436,2017,6,F,193,154,11433,11292,698,F9,272
132,0,0,20436,2017,6,F,220,194,12264,11292,694,F9,273
171,0,0,20436,2017,6,F,152,125,12266,11292,694,F9,274
150,0,0,20436,2017,6,F,163,145,12339,11292,698,F9,275
169,0,0,20436,2017,6,F,214,192,13204,11292,694,F9,276
102,0,0,20436,2017,6,F,112,84,13486,11292,694,F9,277
180,0,0,20436,2017,6,F,179,134,13930,11292,694,F9,278
142,0,0,20436,2017,6,F,112,88,14107,11292,694,F9,279
152,0,0,20436,2017,6,F,152,121,15016,11292,694,F9,280
4,0,0,20436,2017,6,F,210,188,15304,11292,694,F9,281
140,0,0,20436,2017,6,F,172,159,15412,11292,694,F9,282
0,16753,0,20107,2017,6,G,191,159,11292,11298,691,FX,283
0,14986,0,20107,2017,6,G,136,115,11292,12339,730,FX,284
0,50142,0,20107,2017,6,G,216,181,11292,13198,691,FX,285
0,23383,0,20107,2017,6,G,176,151,11292,13495,691,FX,286
0,47075,0,20107,2017,6,G,95,72,11292,14869,691,FX,287
0,42470,0,20107,2017,6,G,108,90,11292,15376,691,FX,288
0,42190,0,20107,2017,6,G,60,42,11921,14869,691,FX,289
0,13780,0,20107,2017,6,G,147,129,12339,11292,730,FX,290
0,114987,0,20107,2017,6,G,101,82,13198,11292,740,FX,291
0,42190,0,20107,2017,6,G,221,198,13244,11921,691,FX,292
0,30465,0,20107,2017,6,G,133,115,13796,11292,740,FX,293
144,0,0,20416,2017,6,F,153,133,11292,11433,698,NK,294
127,0,0,20416,2017,6,F,159,142,12266,11292,698,NK,295
66,0,0,20378,2017,6,F,128,99,13502,12891,638,YV,296
45,0,0,20237,2017,6,F,72,53,11292,11413,675,AX,297
47,0,0,20237,2017,6,F,62,45,11413,11292,675,AX,298
43,0,0,20237,2017,6,F,157,141,11986,11292,675,AX,299
44,0,0,20398,2017,6,F,113,97,11298,13502,675,MQ,300
48,1,0,20398,2017,6,F,164,120,13502,11298,675,MQ,301
88,0,0,20358,2017,6,F,535,436,11292,14877,405,ZK,302
94,0,0,20358,2017,6,F,617,526,14877,11292,405,ZK,303
47,0,0,20366,2017,6,F,144,124,11109,15016,675,EV,304
47,0,0,20366,2017,6,F,50,23,11292,11109,675,EV,305
47,0,0,20366,2017,6,F,170,136,12266,11292,675,EV,306
49,0,0,20366,2017,6,F,149,127,12266,12012,675,EV,307
0,18239,5737,19917,2017,6,G,164,138,11292,10559,622,5X,308
0,32891,3787,19917,2017,6,G,104,86,11292,12889,691,5X,309
0,25727,0,19917,2017,6,G,148,123,11292,14730,622,5X,310
0,14991,218,19917,2017,6,G,87,60,14869,11292,622,5X,311
0,66035,0,19917,2017,6,G,94,57,14869,11292,691,5X,312
267,0,0,19805,2017,6,F,343,309,11292,14057,694,AA,313
322,428,0,19805,2017,6,F,329,274,12892,11292,699,AA,314
267,0,0,19805,2017,6,F,536,422,14100,11292,694,AA,315
251,188,0,19790,2017,6,F,211,179,11292,13487,698,DL,316
356,70,0,19790,2017,6,F,204,174,11292,13487,888,DL,317
287,0,194,19790,2017,6,F,144,108,14869,11292,614,DL,318
133,0,0,20500,2017,6,F,286,241,11292,11986,631,G7,319
122,0,0,20500,2017,6,F,206,176,11423,11292,631,G7,320
125,0,0,20304,2017,6,F,84,38,11109,11292,631,OO,321
124,0,0,20304,2017,6,F,78,36,11292,11109,631,OO,322
87,0,0,20304,2017,6,F,134,83,11292,11921,673,OO,323
91,0,0,20304,2017,6,F,236,191,11292,12003,673,OO,324
146,0,0,20304,2017,6,F,328,287,11292,14057,673,OO,325
138,0,0,20304,2017,6,F,282,227,11292,14683,673,OO,326
0,0,0,20304,2017,6,F,169,129,11638,11109,629,OO,327
73,0,0,20304,2017,6,F,112,73,11921,10372,631,OO,328
64,0,0,20304,2017,6,F,130,76,11921,11292,673,OO,329
0,0,0,20304,2017,6,F,242,196,11921,11298,631,OO,330
65,0,0,20304,2017,6,F,204,161,12003,11292,673,OO,331
96,0,0,20304,2017,6,F,440,394,13930,11921,631,OO,332
145,0,0,20304,2017,6,F,308,243,14679,11292,673,OO,333
108,0,0,20304,2017,6,F,223,178,15919,11292,631,OO,334
223,375,2511,19977,2017,6,F,416,310,10397,11292,694,UA,335
112,106,0,19977,2017,6,F,326,294,11193,11292,694,UA,336
314,0,0,19977,2017,6,F,471,413,11278,11292,614,UA,337
275,1391,2529,19977,2017,6,F,338,296,11292,10397,694,UA,338
244,0,2664,19977,2017,6,F,491,440,11292,10721,698,UA,339
322,0,0,19977,2017,6,F,371,334,11292,11278,614,UA,340
269,46,0,19977,2017,6,F,271,230,11292,11884,694,UA,341
180,0,0,19977,2017,6,F,139,107,11292,12278,614,UA,342
318,33,1852,19977,2017,6,F,368,328,11292,14492,614,UA,343
205,0,0,19977,2017,6,F,276,241,11292,14689,694,UA,344
243,104,3055,19977,2017,6,F,426,385,11292,15304,698,UA,345
250,114,0,19977,2017,6,F,217,182,11292,15376,694,UA,346
273,0,0,19977,2017,6,F,271,236,11603,11292,614,UA,347
211,19,957,19977,2017,6,F,536,450,11618,11292,698,UA,348
255,62,0,19977,2017,6,F,238,205,11884,11292,694,UA,349
220,4,0,19977,2017,6,F,322,286,11986,11292,694,UA,350
149,20,0,19977,2017,6,F,177,136,12278,11292,614,UA,351
166,0,698,19977,2017,6,F,214,175,12889,11292,698,UA,352
243,1,1532,19977,2017,6,F,422,381,15304,11292,698,UA,353
228,7,0,19977,2017,6,F,208,172,15376,11292,694,UA,354
217,0,0,19393,2017,6,F,214,166,10713,11292,619,WN,355
49,173,0,19393,2017,6,F,135,101,11292,10140,614,WN,356
165,190,0,19393,2017,6,F,401,363,11292,10821,619,WN,357
274,59,0,19393,2017,6,F,392,345,11292,10994,619,WN,358
254,1128,0,19393,2017,6,F,321,283,11292,11066,619,WN,359
265,431,0,19393,2017,6,F,267,237,11292,11884,619,WN,360
253,208,0,19393,2017,6,F,305,270,11292,14730,619,WN,361
204,565,0,19393,2017,6,F,150,124,11292,14869,619,WN,362
281,0,0,19393,2017,6,F,239,207,11884,11292,619,WN,363
274,1579,0,19393,2017,6,F,294,245,14057,11292,619,WN,364
275,13,0,19393,2017,6,F,278,239,14679,11292,619,WN,365
256,43,0,19393,2017,6,F,323,260,14747,11292,619,WN,366
236,210,0,19393,2017,6,F,294,252,14831,11292,619,WN,367
104,0,0,20452,2017,6,F,382,334,11066,11292,673,YX,368
112,0,0,20452,2017,6,F,291,251,11292,10599,673,YX,369
137,0,0,20452,2017,6,F,331,270,11292,11066,673,YX,370
132,0,0,20452,2017,6,F,247,188,11292,13487,677,YX,371
127,0,0,20452,2017,6,F,174,139,11292,15370,673,YX,372
137,0,0,20452,2017,6,F,196,149,13851,11292,677,YX,373
274,0,0,20436,2017,6,F,254,210,11292,13485,698,F9,374
295,0,0,20436,2017,6,F,226,177,11292,13487,694,F9,375
290,0,0,20436,2017,6,F,345,311,11292,14492,694,F9,376
299,0,0,20436,2017,6,F,238,198,11292,14683,694,F9,377
242,0,0,20436,2017,6,F,301,258,13485,11292,698,F9,378
289,0,0,20436,2017,6,F,482,416,14492,11292,694,F9,379
299,0,0,20436,2017,6,F,257,215,14683,11292,694,F9,380
0,39954,0,20107,2017,6,G,159,118,11292,10620,622,FX,381
0,67964,0,20107,2017,6,G,248,195,11292,11540,691,FX,382
143,0,0,20363,2017,6,F,361,326,11193,11292,638,9E,383
139,0,0,20363,2017,6,F,288,248,11292,11193,638,9E,384
0,33216,0,19917,2017,6,G,166,114,11292,14869,622,5X,385
396,2100,0,19805,2017,6,F,391,307,11298,11292,614,AA,386
177,0,0,20500,2017,6,F,268,206,10849,11292,631,G7,387
199,0,0,20500,2017,6,F,309,239,11292,10849,631,G7,388
199,0,0,20500,2017,6,F,342,277,11292,13487,631,G7,389
191,0,0,20500,2017,6,F,456,362,11292,14730,631,G7,390
166,0,0,20500,2017,6,F,419,353,13367,11292,631,G7,391
199,0,0,20500,2017,6,F,517,449,14730,11292,631,G7,392
166,0,0,20304,2017,6,F,218,167,10140,11292,631,OO,393
143,0,0,20304,2017,6,F,215,168,10279,11292,629,OO,394
136,0,0,20304,2017,6,F,325,211,10849,11292,631,OO,395
119,0,0,20304,2017,6,F,219,160,11292,10279,629,OO,396
193,0,0,20304,2017,6,F,301,239,11292,10849,631,OO,397
211,0,0,20304,2017,6,F,508,424,11292,11193,673,OO,398
192,0,0,20304,2017,6,F,444,381,11292,11267,673,OO,399
203,0,0,20304,2017,6,F,406,350,11292,11986,631,OO,400
115,0,0,20304,2017,6,F,234,188,11292,12896,629,OO,401
135,0,0,20304,2017,6,F,168,102,11292,13502,629,OO,402
141,0,0,20304,2017,6,F,442,357,11292,13891,629,OO,403
192,0,0,20304,2017,6,F,350,265,11292,14107,631,OO,404
131,0,0,20304,2017,6,F,406,334,11292,14262,629,OO,405
131,0,0,20304,2017,6,F,452,368,11292,14489,631,OO,406
201,0,0,20304,2017,6,F,396,312,11292,14683,631,OO,407
206,0,0,20304,2017,6,F,294,230,11292,15370,631,OO,408
147,0,0,20304,2017,6,F,360,298,11423,11292,629,OO,409
89,0,0,20304,2017,6,F,447,388,12892,11921,631,OO,410
90,0,0,20304,2017,6,F,263,211,12896,11292,629,OO,411
140,0,0,20304,2017,6,F,195,113,13502,11292,629,OO,412
147,0,0,20304,2017,6,F,403,335,13891,11292,629,OO,413
204,0,0,20304,2017,6,F,329,243,14107,11292,631,OO,414
107,0,0,20304,2017,6,F,191,146,14457,11292,631,OO,415
333,0,0,19977,2017,6,F,387,329,10800,11292,614,UA,416
368,133,0,19977,2017,6,F,680,635,10821,11292,698,UA,417
446,130,0,19977,2017,6,F,627,544,11057,11292,614,UA,418
