passangers,freight,mail,airline_id,year,month,class,ramp_to_ramp,air_time,origin_airport_id,destination_airport_id,aircraft_type,carrier,flight_id
2043,0,0,20237,2017,6,F,3858,2716,11292,10279,675,AX,1627
2274,0,0,20304,2017,6,F,8810,6868,11109,12892,629,OO,1628
3739,0,0,20304,2017,6,F,8738,7312,11292,14893,673,OO,1629
8320,3000,62158,19977,2017,6,F,8187,7195,11292,14057,634,UA,1630
8865,10033,9054,19977,2017,6,F,7927,6507,12266,11292,634,UA,1631
7356,22635,0,19393,2017,6,F,10515,9041,10397,11292,612,WN,1632
6379,10330,0,19393,2017,6,F,7213,6272,11292,11884,612,WN,1633
6864,2684,0,19393,2017,6,F,7714,6774,11292,13495,612,WN,1634
7563,0,0,20436,2017,6,F,5787,4600,11292,14107,698,F9,1635
7396,0,0,20436,2017,6,F,5794,4381,14107,11292,698,F9,1636
377,0,0,21599,2017,6,F,4226,3411,11292,10950,458,4B,1637
9463,9093,3993,19790,2017,6,F,9443,7994,11292,10397,622,DL,1638
3151,0,0,20500,2017,6,F,3317,2166,11292,13502,631,G7,1639
2931,0,0,20500,2017,6,F,3262,2063,13502,11292,631,G7,1640
1957,0,0,20304,2017,6,F,5967,4701,11292,13433,629,OO,1641
1836,0,0,20304,2017,6,F,5968,4775,13433,11292,629,OO,1642
6807,991,0,19977,2017,6,F,7175,6040,11292,14570,694,UA,1643
8408,7774,49046,19977,2017,6,F,7452,6043,12892,11292,614,UA,1644
7154,509,0,19977,2017,6,F,6551,5577,14570,11292,694,UA,1645
7434,18724,0,19393,2017,6,F,11797,10804,14492,11292,612,WN,1646
10174,18819,36350,19790,2017,6,F,10956,9266,10397,11292,622,DL,1647
1970,0,0,20304,2017,6,F,8538,7022,11292,10561,629,OO,1648
2215,0,0,20304,2017,6,F,4005,2687,11292,11865,629,OO,1649
2485,0,0,20304,2017,6,F,7122,5774,11292,12992,629,OO,1650
1516,0,0,20304,2017,6,F,3620,2319,11292,14543,629,OO,1651
2138,0,0,20304,2017,6,F,4176,2938,11865,11292,629,OO,1652
2455,0,0,20304,2017,6,F,9153,7256,13930,11109,629,OO,1653
1440,0,0,20304,2017,6,F,3459,2378,14543,11292,629,OO,1654
2470,0,0,20304,2017,6,F,5250,3772,14869,11109,629,OO,1655
6757,66,0,19977,2017,6,F,4969,3842,10849,11292,614,UA,1656
7746,5161,0,19977,2017,6,F,5301,4221,11292,10849,614,UA,1657
8156,2767,21104,19977,2017,6,F,7981,6596,11292,12892,614,UA,1658
9127,655,16729,19977,2017,6,F,6043,4752,12889,11292,634,UA,1659
7547,21072,0,19393,2017,6,F,7646,6538,11292,13891,612,WN,1660
7652,19984,0,19393,2017,6,F,10422,9538,11292,14492,612,WN,1661
8998,6138,0,19393,2017,6,F,11045,10040,11292,15304,614,WN,1662
7596,22565,0,19393,2017,6,F,8756,7837,13495,11292,612,WN,1663
8093,0,0,20436,2017,6,F,7650,6518,11292,14908,694,F9,1664
9464,0,0,20436,2017,6,F,7291,6116,14908,11292,694,F9,1665
2258,0,0,20237,2017,6,F,4908,3666,11292,12896,675,AX,1666
2259,0,0,20237,2017,6,F,4928,3870,12896,11292,675,AX,1667
2414,0,0,20237,2017,6,F,6721,5439,13486,11292,675,AX,1668
264,0,0,21599,2017,6,F,4650,3997,11092,11292,479,4B,1669
247,0,0,21599,2017,6,F,4967,4173,11292,11092,479,4B,1670
2603,0,0,20304,2017,6,F,6026,4465,11109,14869,629,OO,1671
8385,468,4591,19977,2017,6,F,8034,6697,11292,12266,634,UA,1672
7873,26489,0,19393,2017,6,F,13473,12057,11292,10721,612,WN,1673
6700,10150,0,19393,2017,6,F,5925,5020,11292,15376,612,WN,1674
7902,0,0,20436,2017,6,F,7435,5574,13487,11292,698,F9,1675
9398,0,0,20416,2017,6,F,8131,6522,11292,13930,694,NK,1676
2116,0,0,20237,2017,6,F,3628,2361,11122,11292,675,AX,1677
2581,0,0,20237,2017,6,F,7318,5874,11292,13486,675,AX,1678
7738,0,0,20409,2017,6,F,15159,13613,10721,11292,694,B6,1679
7713,0,0,20409,2017,6,F,13214,11857,11292,10721,694,B6,1680
5771,574,0,19790,2017,6,F,4901,3714,11292,14869,608,DL,1681
5631,14660,1866,19790,2017,6,F,4712,3375,14869,11292,608,DL,1682
3687,0,0,20500,2017,6,F,6287,4895,13198,11292,631,G7,1683
3772,0,0,20304,2017,6,F,2586,1004,11292,11109,673,OO,1684
4104,0,0,20304,2017,6,F,5074,3693,11292,14869,638,OO,1685
2578,0,0,20304,2017,6,F,7001,5698,12892,10372,631,OO,1686
3746,0,0,20304,2017,6,F,5026,3388,14869,11292,638,OO,1687
6906,4198,45939,19977,2017,6,F,8997,7920,11292,14057,698,UA,1688
8272,388,7861,19977,2017,6,F,6236,4893,12889,11292,614,UA,1689
9769,11838,0,19393,2017,6,F,6494,5427,11292,15016,614,WN,1690
7503,12709,0,19393,2017,6,F,5056,4043,11292,15370,612,WN,1691
8258,0,0,20436,2017,6,F,6539,5231,11292,13487,698,F9,1692
2362,0,0,20237,2017,6,F,3783,2394,11292,11122,675,AX,1693
2640,0,0,20237,2017,6,F,7145,5745,11292,15016,675,AX,1694
8248,2772,24115,19805,2017,6,F,13841,12315,11292,13303,614,AA,1695
8000,1876,171,19805,2017,6,F,14806,12329,14100,11292,614,AA,1696
2554,0,0,20304,2017,6,F,8107,6675,14252,11292,629,OO,1697
2615,0,0,20304,2017,6,F,5847,4484,14794,11292,629,OO,1698
5383,1582,0,19977,2017,6,F,5161,3867,10620,11292,698,UA,1699
6189,6867,17941,19977,2017,6,F,5016,3876,11292,10620,698,UA,1700
9954,3784,37158,19977,2017,6,F,9564,7626,13930,11292,634,UA,1701
9470,0,0,20436,2017,6,F,10453,8838,11193,11292,694,F9,1702
11739,0,0,20436,2017,6,F,8328,6792,11292,12266,699,F9,1703
12093,0,0,20436,2017,6,F,12421,10955,11292,13204,699,F9,1704
12625,0,0,20436,2017,6,F,8465,6953,12266,11292,699,F9,1705
9957,0,0,20436,2017,6,F,8505,6554,12892,11292,694,F9,1706
9401,0,0,20416,2017,6,F,6297,5165,11292,12889,694,NK,1707
9995,0,0,20416,2017,6,F,9123,7349,13930,11292,694,NK,1708
2200,0,0,20237,2017,6,F,6304,4929,11292,12389,675,AX,1709
2374,0,0,20237,2017,6,F,6493,5029,12389,11292,675,AX,1710
8320,2826,6142,19805,2017,6,F,6931,5169,11292,14107,614,AA,1711
7971,7877,9307,19805,2017,6,F,15395,13558,13303,11292,614,AA,1712
8619,646,3503,19805,2017,6,F,6345,4832,14107,11292,614,AA,1713
1761,0,0,20304,2017,6,F,7735,6194,10372,12892,631,OO,1714
2436,0,0,20304,2017,6,F,6413,4997,11292,11540,629,OO,1715
2397,0,0,20304,2017,6,F,9183,7736,11292,14252,629,OO,1716
2645,0,0,20304,2017,6,F,6267,4689,11292,14794,629,OO,1717
3386,0,0,20304,2017,6,F,5173,3230,11413,14107,631,OO,1718
2410,0,0,20304,2017,6,F,6731,5191,11540,11292,629,OO,1719
3171,0,0,20304,2017,6,F,6407,4171,11921,14107,631,OO,1720
3310,0,0,20304,2017,6,F,4705,3055,14107,11413,631,OO,1721
3196,0,0,20304,2017,6,F,5353,3649,14107,11921,631,OO,1722
10011,4761,12668,19977,2017,6,F,15537,13970,10721,11292,634,UA,1723
9290,821,11749,19977,2017,6,F,6760,5305,11292,12889,634,UA,1724
9170,0,0,20436,2017,6,F,9390,7943,11292,11193,694,F9,1725
9390,0,0,20436,2017,6,F,6778,5335,11292,12889,694,F9,1726
10202,0,0,20436,2017,6,F,9072,7043,11292,12892,694,F9,1727
10040,0,0,20436,2017,6,F,9752,7989,11292,14771,694,F9,1728
9769,0,0,20436,2017,6,F,6533,5034,12889,11292,694,F9,1729
13187,0,0,20436,2017,6,F,14070,12267,13204,11292,699,F9,1730
10251,0,0,20436,2017,6,F,9190,7191,14771,11292,694,F9,1731
9627,0,0,20416,2017,6,F,6427,4960,12889,11292,694,NK,1732
2567,0,0,20237,2017,6,F,4094,2838,11292,14674,675,AX,1733
2625,0,0,20237,2017,6,F,4570,3216,14674,11292,675,AX,1734
10642,425,2746,19805,2017,6,F,13170,11634,11292,14100,699,AA,1735
8200,33657,0,19393,2017,6,F,10942,9927,11066,11292,612,WN,1736
7814,10426,0,19393,2017,6,F,9232,7871,11292,13796,612,WN,1737
7995,47936,0,19393,2017,6,F,10544,9049,11292,14747,612,WN,1738
3905,0,0,20500,2017,6,F,8358,6969,15016,11292,631,G7,1739
8179,45759,0,19393,2017,6,F,16688,14982,10721,11292,612,WN,1740
3039,0,0,20500,2017,6,F,3655,2370,11292,11122,631,G7,1741
2909,0,0,20304,2017,6,F,7457,6016,11292,15376,629,OO,1742
3257,0,0,20500,2017,6,F,3752,2471,11122,11292,631,G7,1743
10585,21268,0,19393,2017,6,F,13603,12493,15304,11292,614,WN,1744
2600,0,0,20237,2017,6,F,4094,2624,11921,11292,675,AX,1745
10685,1025,0,19977,2017,6,F,16624,14488,12953,11292,634,UA,1746
2586,0,0,20237,2017,6,F,3952,2481,11292,11921,675,AX,1747
9640,24015,58720,19977,2017,6,F,14802,12718,11292,11618,614,UA,1748
2787,0,0,20304,2017,6,F,7755,6097,11292,12003,629,OO,1749
2393,0,0,20304,2017,6,F,7147,5628,12003,11292,629,OO,1750
10852,5354,16114,19977,2017,6,F,12592,11072,11292,12264,634,UA,1751
7912,2863,18908,19977,2017,6,F,9333,8050,14057,11292,698,UA,1752
10280,4503,4994,19977,2017,6,F,9714,7957,12266,11292,614,UA,1753
10749,20291,0,19393,2017,6,F,6516,5257,14107,11292,614,WN,1754
2710,0,0,20304,2017,6,F,9747,8099,11292,11638,629,OO,1755
2496,0,0,20304,2017,6,F,4257,2572,11292,11921,629,OO,1756
2345,0,0,20304,2017,6,F,4407,2788,11921,11292,629,OO,1757
8437,4010,16659,19977,2017,6,F,10714,9054,11292,14771,694,UA,1758
8081,3928,11047,19977,2017,6,F,7644,6334,11292,13487,698,UA,1759
9050,10734,21223,19977,2017,6,F,10235,8327,14771,11292,694,UA,1760
8701,21837,0,19393,2017,6,F,14862,13226,11292,11618,612,WN,1761
9871,4411,0,19393,2017,6,F,7271,6031,11292,14107,614,WN,1762
9408,10688,0,19393,2017,6,F,9140,7858,11292,13342,612,WN,1763
11333,12356,51072,19977,2017,6,F,16654,15000,11292,10721,614,UA,1764
3000,0,0,20237,2017,6,F,5151,3392,11292,14457,675,AX,1765
2544,0,0,20237,2017,6,F,7135,5576,10627,11292,675,AX,1766
9909,35022,0,19393,2017,6,F,10274,8960,12191,11292,612,WN,1767
11877,13999,0,19393,2017,6,F,9541,8008,14679,11292,614,WN,1768
2893,0,0,20237,2017,6,F,7151,5351,11292,10627,675,AX,1769
9705,35520,0,19393,2017,6,F,10998,9572,11292,13796,614,WN,1770
8844,5058,0,19393,2017,6,F,6720,5525,13851,11292,612,WN,1771
4391,0,0,20452,2017,6,F,6650,4368,14869,11292,677,YX,1772
10120,39030,0,19393,2017,6,F,14007,12594,11292,12264,612,WN,1773
2700,0,0,20237,2017,6,F,5668,3922,14457,11292,675,AX,1774
8432,12305,0,19393,2017,6,F,6594,5183,11292,13851,612,WN,1775
12212,24442,0,19393,2017,6,F,12007,10619,11292,14057,614,WN,1776
10296,5589,0,19393,2017,6,F,9672,8363,14683,11292,612,WN,1777
12180,55543,0,19393,2017,6,F,12726,11073,11292,14747,614,WN,1778
2362,0,0,20304,2017,6,F,9083,7266,11637,11292,629,OO,1779
11953,440,0,19977,2017,6,F,16800,14968,11292,12953,614,UA,1780
530,0,0,21599,2017,6,F,4958,4024,10272,11292,479,4B,1781
236,0,0,20358,2017,6,F,3589,2369,11292,14288,405,ZK,1782
231,0,0,20358,2017,6,F,3539,2327,14288,11292,405,ZK,1783
506,0,0,21599,2017,6,F,4687,3711,11292,10272,479,4B,1784
10611,40512,0,19393,2017,6,F,11376,9848,14057,11292,612,WN,1785
10537,10486,0,19393,2017,6,F,11383,9992,13342,11292,612,WN,1786
10387,9139,0,19393,2017,6,F,5485,4293,10140,11292,612,WN,1787
12319,45174,0,19930,2017,6,F,12031,9909,14747,11292,888,AS,1788
11879,4464,725,19977,2017,6,F,10623,8866,11292,12266,614,UA,1789
11062,637,6051,19977,2017,6,F,10578,8668,14908,11292,694,UA,1790
12963,3157,3212,19930,2017,6,F,13505,11562,11292,14747,888,AS,1791
10909,1578,16856,19977,2017,6,F,10666,9055,11292,14908,694,UA,1792
12461,3603,26727,19977,2017,6,F,11873,9325,11292,12892,634,UA,1793
13523,0,0,20436,2017,6,F,18690,16280,11278,11292,694,F9,1794
12628,277,0,19977,2017,6,F,20267,18071,12953,11292,614,UA,1795
12784,18223,18816,19977,2017,6,F,11779,9493,14771,11292,634,UA,1796
9842,3553,7161,19805,2017,6,F,11295,9497,13930,11292,655,AA,1797
2780,0,0,20304,2017,6,F,9144,7132,11292,11637,629,OO,1798
12112,6730,52506,19977,2017,6,F,12797,10648,11292,14771,634,UA,1799
13293,0,0,20436,2017,6,F,16036,14191,11292,11278,694,F9,1800
9579,15791,0,19393,2017,6,F,10528,9045,11292,12191,612,WN,1801
8618,1395,0,19805,2017,6,F,11205,8812,11292,13930,655,AA,1802
10664,4577,0,19393,2017,6,F,9649,8277,11292,14683,612,WN,1803
13447,455,0,19977,2017,6,F,18108,15994,11292,12953,634,UA,1804
13890,37088,71452,19977,2017,6,F,11074,9106,12892,11292,634,UA,1805
13876,3708,16733,19977,2017,6,F,18847,16479,12264,11292,634,UA,1806
9727,5786,0,19393,2017,6,F,5645,4250,11292,10140,612,WN,1807
10912,5342,0,19393,2017,6,F,11467,10030,11292,10800,612,WN,1808
10509,19869,0,19393,2017,6,F,11120,9585,11292,12339,612,WN,1809
10876,8337,0,19393,2017,6,F,10553,8889,10800,11292,612,WN,1810
10491,31623,0,19393,2017,6,F,20187,17692,12953,11292,612,WN,1811
11440,13174,0,19393,2017,6,F,6689,5217,11292,13871,612,WN,1812
10802,2474,0,19393,2017,6,F,7622,6169,13871,11292,612,WN,1813
13559,10507,0,19393,2017,6,F,11232,9595,11292,12191,614,WN,1814
10038,25831,0,19393,2017,6,F,16477,14799,11292,10821,612,WN,1815
14138,31675,0,19393,2017,6,F,15822,13716,10397,11292,614,WN,1816
5933,0,0,20304,2017,6,F,7503,5253,14869,11292,673,OO,1817
13156,16135,33889,19977,2017,6,F,18739,16083,11292,11618,634,UA,1818
3831,0,0,20304,2017,6,F,5188,3539,11921,14869,629,OO,1819
11518,6941,0,19393,2017,6,F,9653,8077,11292,15016,612,WN,1820
3801,0,0,20304,2017,6,F,5406,3299,14869,11921,629,OO,1821
11793,26897,0,19393,2017,6,F,19567,17827,13204,11292,612,WN,1822
9926,0,0,21171,2017,6,F,13094,11154,11292,14771,694,VX,1823
11057,0,0,21171,2017,6,F,12038,9940,14771,11292,694,VX,1824
13995,23828,0,19393,2017,6,F,17925,16032,11292,13204,614,WN,1825
11708,48139,0,19393,2017,6,F,13740,12221,10693,11292,612,WN,1826
3407,0,0,20304,2017,6,F,8273,6001,12280,11292,629,OO,1827
11541,24710,0,19393,2017,6,F,12352,10763,14831,11292,612,WN,1828
9410,1318,770,19805,2017,6,F,14129,10365,11292,12892,698,AA,1829
3526,0,0,20304,2017,6,F,8981,6703,11292,12280,629,OO,1830
13200,43786,0,19393,2017,6,F,17204,15411,11292,10821,614,WN,1831
5376,534,15,20398,2017,6,F,11678,9603,11298,11921,673,MQ,1832
5087,1560,6089,20378,2017,6,F,10060,7657,11413,11298,638,YV,1833
5171,639,0,20398,2017,6,F,10913,8849,11921,11298,673,MQ,1834
9969,1832,584,19805,2017,6,F,12691,9784,12892,11292,698,AA,1835
5630,4,0,20378,2017,6,F,9912,8082,11298,11413,638,YV,1836
11998,25628,0,19393,2017,6,F,12669,10840,13796,11292,612,WN,1837
5911,0,0,20304,2017,6,F,4135,1873,11109,11292,673,OO,1838
13073,3662,40851,19977,2017,6,F,14279,11689,14747,11292,694,UA,1839
12937,888,0,19805,2017,6,F,13588,10638,11292,13930,614,AA,1840
13418,9661,5603,19805,2017,6,F,14146,11673,13930,11292,614,AA,1841
12588,30015,0,19393,2017,6,F,14537,12032,14747,11292,612,WN,1842
15853,31990,0,19393,2017,6,F,13195,11610,12191,11292,614,WN,1843
12290,18634,0,19393,2017,6,F,13881,12072,11292,10693,612,WN,1844
13038,50293,0,19393,2017,6,F,15156,12980,11292,14771,612,WN,1845
12813,12117,0,19393,2017,6,F,16717,14467,11292,10397,612,WN,1846
7063,0,0,20304,2017,6,F,16347,13301,14747,11292,673,OO,1847
15891,10513,61258,19977,2017,6,F,26047,22180,11618,11292,634,UA,1848
7262,0,0,20304,2017,6,F,18472,15747,11292,14747,673,OO,1849
4373,0,0,20304,2017,6,F,14095,11619,11638,11292,629,OO,1850
13560,2803,29723,19977,2017,6,F,16236,13480,11292,14771,614,UA,1851
13754,25486,0,19393,2017,6,F,13160,11527,15016,11292,612,WN,1852
13816,45989,0,19393,2017,6,F,15780,14127,12339,11292,612,WN,1853
14717,8100,96308,19977,2017,6,F,17901,15044,11292,14747,694,UA,1854
13849,23249,0,19393,2017,6,F,13647,11640,14679,11292,612,WN,1855
13592,8150,0,19393,2017,6,F,12506,10558,11292,10423,612,WN,1856
13584,6591,0,19393,2017,6,F,16181,14127,11292,14831,612,WN,1857
7633,0,0,20304,2017,6,F,10150,7066,11292,14869,673,OO,1858
14803,17680,0,19393,2017,6,F,13633,11719,10423,11292,612,WN,1859
6090,0,0,20500,2017,6,F,7719,5054,11413,11292,631,G7,1860
6129,0,0,20500,2017,6,F,7573,5265,11292,11413,631,G7,1861
14048,15210,0,19393,2017,6,F,16729,14503,11292,14893,612,WN,1862
15001,50091,0,19393,2017,6,F,16618,14549,13232,11292,612,WN,1863
15815,31358,33174,19977,2017,6,F,17179,13709,14771,11292,614,UA,1864
15625,36110,0,19393,2017,6,F,15589,13545,14893,11292,612,WN,1865
14255,0,0,19805,2017,6,F,12594,9404,11109,11298,655,AA,1866
14678,1,0,19805,2017,6,F,13118,10210,11298,11109,655,AA,1867
19851,28560,0,19393,2017,6,F,15950,13622,11292,13232,614,WN,1868
16528,36751,0,19393,2017,6,F,17821,14744,14771,11292,612,WN,1869
19734,43848,0,19393,2017,6,F,28980,26297,10821,11292,614,WN,1870
5618,0,0,20304,2017,6,F,5910,2532,11109,11292,629,OO,1871
18031,19354,15182,19977,2017,6,F,18290,15176,12266,11292,694,UA,1872
17542,33389,0,19393,2017,6,F,14141,11728,11292,13487,612,WN,1873
17304,4682,0,19393,2017,6,F,17658,15410,11292,14679,612,WN,1874
17356,44521,0,19393,2017,6,F,15405,12896,13487,11292,612,WN,1875
5616,0,0,20304,2017,6,F,6039,2356,11292,11109,629,OO,1876
21180,5492,27574,19977,2017,6,F,30778,27351,12264,11292,614,UA,1877
9952,0,0,20304,2017,6,F,19658,15907,12892,11292,673,OO,1878
9644,0,0,20304,2017,6,F,20777,16874,11292,12892,673,OO,1879
18123,9744,0,19393,2017,6,F,19026,16501,11292,14908,612,WN,1880
18540,18667,0,19393,2017,6,F,18061,15598,14908,11292,612,WN,1881
21790,18075,49923,19790,2017,6,F,26305,22729,10397,11292,656,DL,1882
18725,92042,0,19393,2017,6,F,11740,9051,11292,14869,612,WN,1883
18170,29343,0,19393,2017,6,F,18938,16115,11292,13232,612,WN,1884
21215,14547,10815,19790,2017,6,F,24814,21350,11292,10397,656,DL,1885
22682,28347,53760,19977,2017,6,F,27707,24609,11292,12264,614,UA,1886
22113,8777,1159,19790,2017,6,F,16468,13496,11292,13487,656,DL,1887
22892,27440,12718,19790,2017,6,F,18583,14719,13487,11292,656,DL,1888
24270,62523,0,19393,2017,6,F,22252,19112,13232,11292,614,WN,1889
18575,35007,0,19393,2017,6,F,16417,13469,11292,11259,612,WN,1890
20414,57317,0,19393,2017,6,F,12106,9154,14869,11292,612,WN,1891
21532,45317,0,19393,2017,6,F,18506,15355,11259,11292,612,WN,1892
21654,12202,11290,19977,2017,6,F,22301,18641,11292,12266,694,UA,1893
23055,142094,0,19393,2017,6,F,22444,18811,12892,11292,612,WN,1894
23511,55050,0,19393,2017,6,F,24701,20327,11292,12892,612,WN,1895
7698,0,0,20304,2017,6,F,8963,5119,10372,11292,631,OO,1896
9173,0,0,20304,2017,6,F,8558,4771,11292,10372,631,OO,1897
24267,26103,0,19393,2017,6,F,18044,14790,13198,11292,612,WN,1898
30654,10717,119515,19805,2017,6,F,37846,32669,11057,11292,699,AA,1899
30124,4059,34073,19805,2017,6,F,33712,28726,11292,11057,699,AA,1900
24681,22029,0,19393,2017,6,F,16515,13269,11292,13198,612,WN,1901
27616,39128,0,19393,2017,6,F,21967,17990,11292,14107,612,WN,1902
27878,47129,0,19393,2017,6,F,20668,17082,14107,11292,612,WN,1903
28061,36027,0,19393,2017,6,F,22073,17909,12889,11292,612,WN,1904
33287,40711,118676,19977,2017,6,F,32847,27055,13930,11292,614,UA,1905
37440,6733,193,19805,2017,6,F,26311,20059,11292,11298,699,AA,1906
34857,66501,52128,19977,2017,6,F,32562,26103,11292,13930,614,UA,1907
31619,28035,0,19393,2017,6,F,27096,22502,11292,12889,612,WN,1908
43885,24641,11700,19805,2017,6,F,31553,24413,11298,11292,699,AA,1909
