"PASSENGERS","FREIGHT","MAIL","DISTANCE","UNIQUE_CARRIER","AIRLINE_ID","UNIQUE_CARRIER_NAME","UNIQUE_CARRIER_ENTITY","REGION","CARRIER","CARRIER_NAME","CARRIER_GROUP","CARRIER_GROUP_NEW","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","ORIGIN_STATE_FIPS","ORIGIN_STATE_NM","ORIGIN_WAC","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST","DEST_CITY_NAME","DEST_STATE_ABR","DEST_STATE_FIPS","DEST_STATE_NM","DEST_WAC","YEAR","QUARTER","MONTH","DISTANCE_GROUP","CLASS",
101.00,0.00,0.00,862.00,"DL",19790,"Delta Air Lines Inc.","01260","D","DL","Delta Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,12892,1289205,32575,"LAX","Los Angeles, CA","CA","06","California",91,2017,2,6,2,"F",
105.00,0.00,0.00,598.00,"SY",20422,"Sun Country Airlines d/b/a MN Airlines","06795","D","SY","Sun Country Airlines d/b/a MN Airlines",2,2,14288,1428803,34288,"PUB","Pueblo, CO","CO","08","Colorado",82,10590,1059004,30590,"IFP","Bullhead City, AZ","AZ","04","Arizona",81,2017,2,6,2,"L",
106.00,0.00,0.00,292.00,"KS",20225,"Peninsula Airways Inc.","06975","D","KS","Peninsula Airways Inc.",1,5,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11283,1128302,31283,"DDC","Dodge City, KS","KS","20","Kansas",62,2017,2,6,1,"F",
106.00,0.00,0.00,598.00,"SY",20422,"Sun Country Airlines d/b/a MN Airlines","06795","D","SY","Sun Country Airlines d/b/a MN Airlines",2,2,10590,1059004,30590,"IFP","Bullhead City, AZ","AZ","04","Arizona",81,14288,1428803,34288,"PUB","Pueblo, CO","CO","08","Colorado",82,2017,2,6,2,"L",
111.00,0.00,0.00,819.00,"AA",19805,"American Airlines Inc.","0A050","D","AA","American Airlines Inc.",3,3,13891,1389101,32575,"ONT","Ontario, CA","CA","06","California",91,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,2,"F",
114.00,0.00,0.00,170.00,"4B",21599,"Boutique Air","01177","D","4B","Boutique Air",1,6,10140,1014003,30140,"ABQ","Albuquerque, NM","NM","35","New Mexico",86,10272,1027203,30272,"ALS","Alamosa, CO","CO","08","Colorado",82,2017,2,6,1,"F",
115.00,0.00,0.00,1359.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,10792,1079204,30792,"BUF","Buffalo, NY","NY","36","New York",22,2017,2,6,3,"F",
115.00,0.00,0.00,456.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,12896,1289605,32896,"LBB","Lubbock, TX","TX","48","Texas",74,2017,2,6,1,"F",
119.00,0.00,0.00,359.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,10279,1027903,30279,"AMA","Amarillo, TX","TX","48","Texas",74,2017,2,6,1,"F",
121.00,0.00,0.00,576.00,"AJQ",20354,"Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways","06081","D","AJQ","Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways",1,5,12389,1238902,32389,"ISN","Williston, ND","ND","38","North Dakota",66,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,2,"F",
122.00,0.00,0.00,616.00,"YX",20452,"Republic Airlines","06003","D","YX","Republic Airlines",2,2,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,15919,1591902,31834,"XNA","Fayetteville, AR","AR","05","Arkansas",71,2017,2,6,2,"F",
122.00,0.00,0.00,589.00,"G7",20500,"GoJet Airlines LLC d/b/a United Express","07041","D","G7","GoJet Airlines LLC d/b/a United Express",2,2,11423,1142304,31423,"DSM","Des Moines, IA","IA","19","Iowa",61,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,2,"F",
123.00,0.00,0.00,637.00,"AX",20237,"Trans States Airlines","06904","D","AX","Trans States Airlines",1,5,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,14783,1478302,34783,"SGF","Springfield, MO","MO","29","Missouri",64,2017,2,6,2,"F",
126.00,0.00,0.00,455.00,"AX",20237,"Trans States Airlines","06904","D","AX","Trans States Airlines",1,5,10620,1062002,30620,"BIL","Billings, MT","MT","30","Montana",84,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,1,"F",
126.00,0.00,0.00,655.00,"CP",21167,"Compass Airlines","01131","D","CP","Compass Airlines",2,2,11921,1192102,31921,"GJT","Grand Junction, CO","CO","08","Colorado",82,12892,1289205,32575,"LAX","Los Angeles, CA","CA","06","California",91,2017,2,6,2,"F",
130.00,0.00,0.00,616.00,"YX",20452,"Republic Airlines","06003","D","YX","Republic Airlines",2,2,15919,1591902,31834,"XNA","Fayetteville, AR","AR","05","Arkansas",71,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,2,"F",
131.00,20.00,0.00,456.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,12896,1289605,32896,"LBB","Lubbock, TX","TX","48","Texas",74,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,1,"F",
132.00,0.00,0.00,792.00,"AX",20237,"Trans States Airlines","06904","D","AX","Trans States Airlines",1,5,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,14814,1481402,30476,"SHV","Shreveport, LA","LA","22","Louisiana",72,2017,2,6,2,"F",
132.00,0.00,0.00,680.00,"YX",20452,"Republic Airlines","06003","D","YX","Republic Airlines",2,2,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,2017,2,6,2,"F",
133.00,0.00,0.00,1015.00,"G7",20500,"GoJet Airlines LLC d/b/a United Express","07041","D","G7","GoJet Airlines LLC d/b/a United Express",2,2,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11986,1198603,31986,"GRR","Grand Rapids, MI","MI","26","Michigan",43,2017,2,6,3,"F",
133.00,0.00,0.00,280.00,"KS",20225,"Peninsula Airways Inc.","06975","D","KS","Peninsula Airways Inc.",1,5,12902,1290203,32902,"LBL","Liberal, KS","KS","20","Kansas",62,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,1,"F",
135.00,0.00,0.00,196.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,13502,1350202,33502,"MTJ","Montrose/Delta, CO","CO","08","Colorado",82,2017,2,6,1,"F",
137.00,0.00,0.00,495.00,"YX",20452,"Republic Airlines","06003","D","YX","Republic Airlines",2,2,13851,1385103,33851,"OKC","Oklahoma City, OK","OK","40","Oklahoma",73,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,1,"F",
138.00,0.00,0.00,312.00,"09Q",21161,"Swift Air, LLC","01130","D","09Q","Swift Air, LLC",1,1,11921,1192102,31921,"GJT","Grand Junction, CO","CO","08","Colorado",82,11563,1156303,31563,"ENV","Wendover, UT","UT","49","Utah",87,2017,2,6,1,"L",
138.00,0.00,0.00,312.00,"09Q",21161,"Swift Air, LLC","01130","D","09Q","Swift Air, LLC",1,1,11563,1156303,31563,"ENV","Wendover, UT","UT","49","Utah",87,11921,1192102,31921,"GJT","Grand Junction, CO","CO","08","Colorado",82,2017,2,6,1,"L",
139.00,0.00,0.00,292.00,"KS",20225,"Peninsula Airways Inc.","06975","D","KS","Peninsula Airways Inc.",1,5,11283,1128302,31283,"DDC","Dodge City, KS","KS","20","Kansas",62,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,1,"F",
139.00,0.00,0.00,1069.00,"9E",20363,"Endeavor Air Inc.","07024","D","9E","Endeavor Air Inc.",2,2,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11193,1119302,33105,"CVG","Cincinnati, OH","KY","21","Kentucky",52,2017,2,6,3,"F",
139.00,0.00,0.00,639.00,"AX",20237,"Trans States Airlines","06904","D","AX","Trans States Airlines",1,5,15376,1537602,30436,"TUS","Tucson, AZ","AZ","04","Arizona",81,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,2,"F",
140.00,0.00,0.00,943.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,14831,1483104,32457,"SJC","San Jose, CA","CA","06","California",91,11109,1110902,30189,"COS","Colorado Springs, CO","CO","08","Colorado",82,2017,2,6,2,"F",
140.00,0.00,0.00,196.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,13502,1350202,33502,"MTJ","Montrose/Delta, CO","CO","08","Colorado",82,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,1,"F",
141.00,0.00,0.00,639.00,"AX",20237,"Trans States Airlines","06904","D","AX","Trans States Airlines",1,5,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,15376,1537602,30436,"TUS","Tucson, AZ","AZ","04","Arizona",81,2017,2,6,2,"F",
141.00,0.00,0.00,819.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,13891,1389101,32575,"ONT","Ontario, CA","CA","06","California",91,2017,2,6,2,"F",
142.00,0.00,0.00,911.00,"EV",20366,"ExpressJet Airlines Inc.","06085","D","EV","ExpressJet Airlines Inc.",3,3,13930,1393004,30977,"ORD","Chicago, IL","IL","17","Illinois",41,11109,1110902,30189,"COS","Colorado Springs, CO","CO","08","Colorado",82,2017,2,6,2,"F",
143.00,0.00,0.00,533.00,"AX",20237,"Trans States Airlines","06904","D","AX","Trans States Airlines",1,5,13198,1319801,33198,"MCI","Kansas City, MO","MO","29","Missouri",64,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,2,"F",
143.00,0.00,0.00,1069.00,"9E",20363,"Endeavor Air Inc.","07024","D","9E","Endeavor Air Inc.",2,2,11193,1119302,33105,"CVG","Cincinnati, OH","KY","21","Kentucky",52,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,3,"F",
143.00,0.00,0.00,359.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,10279,1027903,30279,"AMA","Amarillo, TX","TX","48","Texas",74,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,1,"F",
146.00,0.00,0.00,991.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,14057,1405702,34057,"PDX","Portland, OR","OR","41","Oregon",92,2017,2,6,2,"F",
146.00,0.00,0.00,1081.00,"MQ",20398,"Envoy Air","06820","D","MQ","Envoy Air",3,3,13502,1350202,33502,"MTJ","Montrose/Delta, CO","CO","08","Colorado",82,13930,1393004,30977,"ORD","Chicago, IL","IL","17","Illinois",41,2017,2,6,3,"F",
147.00,0.00,0.00,180.00,"4B",21599,"Boutique Air","01177","D","4B","Boutique Air",1,6,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,10221,1022103,30221,"AIA","Alliance, NE","NE","31","Nebraska",65,2017,2,6,1,"F",
147.00,0.00,0.00,819.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,13891,1389101,32575,"ONT","Ontario, CA","CA","06","California",91,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,2,"F",
150.00,0.00,0.00,280.00,"KS",20225,"Peninsula Airways Inc.","06975","D","KS","Peninsula Airways Inc.",1,5,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,12902,1290203,32902,"LBL","Liberal, KS","KS","20","Kansas",62,2017,2,6,1,"F",
154.00,0.00,0.00,1729.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,13296,1329604,30721,"MHT","Manchester, NH","NH","33","New Hampshire",14,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,4,"F",
156.00,0.00,0.00,761.00,"G4",20368,"Allegiant Air","06035","D","G4","Allegiant Air",3,3,11109,1110902,30189,"COS","Colorado Springs, CO","CO","08","Colorado",82,15570,1557001,35570,"VCV","Victorville, CA","CA","06","California",91,2017,2,6,2,"L",
158.00,0.00,0.00,420.00,"AX",20237,"Trans States Airlines","06904","D","AX","Trans States Airlines",1,5,12278,1227803,30928,"ICT","Wichita, KS","KS","20","Kansas",62,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,1,"F",
160.00,0.00,0.00,640.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,12892,1289205,32575,"LAX","Los Angeles, CA","CA","06","California",91,11413,1141304,30285,"DRO","Durango, CO","CO","08","Colorado",82,2017,2,6,2,"F",
161.00,651.00,0.00,1482.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,14524,1452401,34524,"RIC","Richmond, VA","VA","51","Virginia",38,2017,2,6,3,"F",
162.00,0.00,0.00,180.00,"4B",21599,"Boutique Air","01177","D","4B","Boutique Air",1,6,10221,1022103,30221,"AIA","Alliance, NE","NE","31","Nebraska",65,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,1,"F",
164.00,0.00,0.00,640.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11413,1141304,30285,"DRO","Durango, CO","CO","08","Colorado",82,12892,1289205,32575,"LAX","Los Angeles, CA","CA","06","California",91,2017,2,6,2,"F",
166.00,0.00,0.00,752.00,"G7",20500,"GoJet Airlines LLC d/b/a United Express","07041","D","G7","GoJet Airlines LLC d/b/a United Express",2,2,13367,1336703,33367,"MLI","Moline, IL","IL","17","Illinois",41,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,2,"F",
169.00,0.00,0.00,655.00,"CP",21167,"Compass Airlines","01131","D","CP","Compass Airlines",2,2,12892,1289205,32575,"LAX","Los Angeles, CA","CA","06","California",91,11921,1192102,31921,"GJT","Grand Junction, CO","CO","08","Colorado",82,2017,2,6,2,"F",
169.00,0.00,0.00,563.00,"YX",20452,"Republic Airlines","06003","D","YX","Republic Airlines",2,2,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11540,1154003,30615,"ELP","El Paso, TX","TX","48","Texas",74,2017,2,6,2,"F",
177.00,0.00,0.00,524.00,"G7",20500,"GoJet Airlines LLC d/b/a United Express","07041","D","G7","GoJet Airlines LLC d/b/a United Express",2,2,10849,1084903,30849,"BZN","Bozeman, MT","MT","30","Montana",84,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,2,"F",
185.00,0.00,0.00,420.00,"AX",20237,"Trans States Airlines","06904","D","AX","Trans States Airlines",1,5,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,12278,1227803,30928,"ICT","Wichita, KS","KS","20","Kansas",62,2017,2,6,1,"F",
185.00,0.00,0.00,328.00,"4B",21599,"Boutique Air","01177","D","4B","Boutique Air",1,6,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,10950,1095002,30950,"CEZ","Cortez, CO","CO","08","Colorado",82,2017,2,6,1,"F",
187.00,0.00,0.00,836.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11884,1188402,31884,"GEG","Spokane, WA","WA","53","Washington",93,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,2,"F",
188.00,0.00,0.00,836.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11884,1188402,31884,"GEG","Spokane, WA","WA","53","Washington",93,2017,2,6,2,"F",
190.00,0.00,0.00,1040.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,13964,1396403,33964,"OTH","North Bend/Coos Bay, OR","OR","41","Oregon",92,2017,2,6,3,"F",
191.00,0.00,0.00,1024.00,"G7",20500,"GoJet Airlines LLC d/b/a United Express","07041","D","G7","GoJet Airlines LLC d/b/a United Express",2,2,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,14730,1473003,33044,"SDF","Louisville, KY","KY","21","Kentucky",52,2017,2,6,3,"F",
192.00,0.00,0.00,794.00,"YX",20452,"Republic Airlines","06003","D","YX","Republic Airlines",2,2,14683,1468303,33214,"SAT","San Antonio, TX","TX","48","Texas",74,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,2,"F",
192.00,0.00,0.00,1085.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11267,1126702,31267,"DAY","Dayton, OH","OH","39","Ohio",44,2017,2,6,3,"F",
194.00,0.00,0.00,328.00,"4B",21599,"Boutique Air","01177","D","4B","Boutique Air",1,6,10950,1095002,30950,"CEZ","Cortez, CO","CO","08","Colorado",82,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,2017,2,6,1,"F",
197.00,0.00,0.00,632.00,"SY",20422,"Sun Country Airlines d/b/a MN Airlines","06795","D","SY","Sun Country Airlines d/b/a MN Airlines",2,2,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,10590,1059004,30590,"IFP","Bullhead City, AZ","AZ","04","Arizona",81,2017,2,6,2,"L",
197.00,0.00,0.00,872.00,"YX",20452,"Republic Airlines","06003","D","YX","Republic Airlines",2,2,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,13244,1324402,33244,"MEM","Memphis, TN","TN","47","Tennessee",54,2017,2,6,2,"F",
197.00,0.00,0.00,1062.00,"YX",20452,"Republic Airlines","06003","D","YX","Republic Airlines",2,2,13495,1349503,33495,"MSY","New Orleans, LA","LA","22","Louisiana",72,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,3,"F",
198.00,0.00,0.00,680.00,"YX",20452,"Republic Airlines","06003","D","YX","Republic Airlines",2,2,13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,2,"F",
198.00,0.00,0.00,641.00,"YX",20452,"Republic Airlines","06003","D","YX","Republic Airlines",2,2,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX","48","Texas",74,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,2,"F",
199.00,0.00,0.00,1024.00,"G7",20500,"GoJet Airlines LLC d/b/a United Express","07041","D","G7","GoJet Airlines LLC d/b/a United Express",2,2,14730,1473003,33044,"SDF","Louisville, KY","KY","21","Kentucky",52,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,3,"F",
199.00,0.00,0.00,524.00,"G7",20500,"GoJet Airlines LLC d/b/a United Express","07041","D","G7","GoJet Airlines LLC d/b/a United Express",2,2,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,10849,1084903,30849,"BZN","Bozeman, MT","MT","30","Montana",84,2017,2,6,2,"F",
199.00,0.00,0.00,680.00,"G7",20500,"GoJet Airlines LLC d/b/a United Express","07041","D","G7","GoJet Airlines LLC d/b/a United Express",2,2,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,2017,2,6,2,"F",
200.00,0.00,0.00,1201.00,"YX",20452,"Republic Airlines","06003","D","YX","Republic Airlines",2,2,11042,1104203,30647,"CLE","Cleveland, OH","OH","39","Ohio",44,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,3,"F",
206.00,0.00,0.00,472.00,"YX",20452,"Republic Airlines","06003","D","YX","Republic Airlines",2,2,13871,1387102,33316,"OMA","Omaha, NE","NE","31","Nebraska",65,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,1,"F",
209.00,0.00,0.00,692.00,"AX",20237,"Trans States Airlines","06904","D","AX","Trans States Airlines",1,5,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11003,1100303,31003,"CID","Cedar Rapids/Iowa City, IA","IA","19","Iowa",61,2017,2,6,2,"F",
210.00,0.00,0.00,349.00,"G7",20500,"GoJet Airlines LLC d/b/a United Express","07041","D","G7","GoJet Airlines LLC d/b/a United Express",2,2,10140,1014003,30140,"ABQ","Albuquerque, NM","NM","35","New Mexico",86,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,1,"F",
211.00,0.00,0.00,1081.00,"MQ",20398,"Envoy Air","06820","D","MQ","Envoy Air",3,3,13930,1393004,30977,"ORD","Chicago, IL","IL","17","Illinois",41,13502,1350202,33502,"MTJ","Montrose/Delta, CO","CO","08","Colorado",82,2017,2,6,3,"F",
214.00,0.00,0.00,853.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,14679,1467903,33570,"SAN","San Diego, CA","CA","06","California",91,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,2,"F",
221.00,0.00,0.00,2733.00,"F9",20436,"Frontier Airlines Inc.","06460","D","F9","Frontier Airlines Inc.",3,3,14843,1484304,34819,"SJU","San Juan, PR","PR","72","Puerto Rico",3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,6,"F",
221.00,346.00,0.00,1337.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,11057,1105703,31057,"CLT","Charlotte, NC","NC","37","North Carolina",36,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,3,"F",
222.00,0.00,0.00,1040.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,13964,1396403,33964,"OTH","North Bend/Coos Bay, OR","OR","41","Oregon",92,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,3,"F",
231.00,0.00,0.00,109.00,"ZK",20358,"Great Lakes Airlines","06932","D","ZK","Great Lakes Airlines",1,6,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,14288,1428803,34288,"PUB","Pueblo, CO","CO","08","Colorado",82,2017,2,6,1,"F",
231.00,0.00,0.00,109.00,"ZK",20358,"Great Lakes Airlines","06932","D","ZK","Great Lakes Airlines",1,6,14288,1428803,34288,"PUB","Pueblo, CO","CO","08","Colorado",82,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,1,"F",
233.00,0.00,0.00,1607.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,14635,1463502,31714,"RSW","Fort Myers, FL","FL","12","Florida",33,2017,2,6,4,"F",
242.00,0.00,0.00,218.00,"4B",21599,"Boutique Air","01177","D","4B","Boutique Air",1,6,13200,1320002,33200,"MCK","McCook, NE","NE","31","Nebraska",65,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,1,"F",
242.00,0.00,0.00,563.00,"YX",20452,"Republic Airlines","06003","D","YX","Republic Airlines",2,2,11540,1154003,30615,"ELP","El Paso, TX","TX","48","Texas",74,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,2,"F",
243.00,0.00,0.00,1620.00,"NK",20416,"Spirit Air Lines","06830","D","NK","Spirit Air Lines",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,12953,1295302,31703,"LGA","New York, NY","NY","36","New York",22,2017,2,6,4,"F",
245.00,0.00,0.00,152.00,"AX",20237,"Trans States Airlines","06904","D","AX","Trans States Airlines",1,5,12012,1201203,32012,"GUC","Gunnison, CO","CO","08","Colorado",82,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,1,"F",
247.00,0.00,0.00,283.00,"4B",21599,"Boutique Air","01177","D","4B","Boutique Air",1,6,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11092,1109202,31092,"CNY","Moab, UT","UT","49","Utah",87,2017,2,6,1,"F",
250.00,0.00,0.00,218.00,"4B",21599,"Boutique Air","01177","D","4B","Boutique Air",1,6,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,13200,1320002,33200,"MCK","McCook, NE","NE","31","Nebraska",65,2017,2,6,1,"F",
251.00,0.00,0.00,483.00,"AX",20237,"Trans States Airlines","06904","D","AX","Trans States Airlines",1,5,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11775,1177502,31775,"FSD","Sioux Falls, SD","SD","46","South Dakota",67,2017,2,6,1,"F",
255.00,0.00,0.00,641.00,"G7",20500,"GoJet Airlines LLC d/b/a United Express","07041","D","G7","GoJet Airlines LLC d/b/a United Express",2,2,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX","48","Texas",74,2017,2,6,2,"F",
256.00,0.00,0.00,794.00,"YX",20452,"Republic Airlines","06003","D","YX","Republic Airlines",2,2,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,14683,1468303,33214,"SAT","San Antonio, TX","TX","48","Texas",74,2017,2,6,2,"F",
264.00,0.00,0.00,563.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,13158,1315803,33158,"MAF","Midland/Odessa, TX","TX","48","Texas",74,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,2,"F",
264.00,0.00,0.00,283.00,"4B",21599,"Boutique Air","01177","D","4B","Boutique Air",1,6,11092,1109202,31092,"CNY","Moab, UT","UT","49","Utah",87,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,2017,2,6,1,"F",
265.00,0.00,0.00,349.00,"G7",20500,"GoJet Airlines LLC d/b/a United Express","07041","D","G7","GoJet Airlines LLC d/b/a United Express",2,2,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,10140,1014003,30140,"ABQ","Albuquerque, NM","NM","35","New Mexico",86,2017,2,6,1,"F",
272.00,0.00,0.00,1015.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11986,1198603,31986,"GRR","Grand Rapids, MI","MI","26","Michigan",43,2017,2,6,3,"F",
